ZIPCODE,MONTH,YEAR,CUSTOMERCLASS,COMBINED,TOTALCUSTOMERS,TOTALKWH,AVERAGEKWH
93101,7,2022,Elec- Agricultural,Y,0,0,
93101,8,2022,Elec- Agricultural,Y,0,0,
93101,9,2022,Elec- Agricultural,Y,0,0,
93110,7,2022,Elec- Agricultural,Y,0,0,
93110,8,2022,Elec- Agricultural,Y,0,0,
93110,9,2022,Elec- Agricultural,Y,0,0,
93117,7,2022,Elec- Agricultural,Y,0,0,
93117,8,2022,Elec- Agricultural,Y,0,0,
93117,9,2022,Elec- Agricultural,Y,0,0,
93202,7,2022,Elec- Agricultural,Y,0,0,
93202,8,2022,Elec- Agricultural,Y,0,0,
93202,9,2022,Elec- Agricultural,Y,0,0,
93203,7,2022,Elec- Agricultural,Y,161,"17,117,028","106,317"
93203,8,2022,Elec- Agricultural,Y,0,0,
93203,9,2022,Elec- Agricultural,Y,0,0,
93204,7,2022,Elec- Agricultural,Y,0,0,
93204,8,2022,Elec- Agricultural,Y,0,0,
93204,9,2022,Elec- Agricultural,Y,0,0,
93206,7,2022,Elec- Agricultural,N,120,"20,389,742","169,915"
93206,8,2022,Elec- Agricultural,N,120,"18,855,079","157,126"
93206,9,2022,Elec- Agricultural,Y,0,0,
93210,7,2022,Elec- Agricultural,Y,129,"13,772,762","106,766"
93210,8,2022,Elec- Agricultural,Y,0,0,
93210,9,2022,Elec- Agricultural,N,108,"7,287,012","67,472"
93212,7,2022,Elec- Agricultural,Y,0,0,
93212,8,2022,Elec- Agricultural,Y,0,0,
93212,9,2022,Elec- Agricultural,Y,288,"27,718,158","96,244"
93215,7,2022,Elec- Agricultural,Y,0,0,
93215,8,2022,Elec- Agricultural,Y,0,0,
93215,9,2022,Elec- Agricultural,Y,0,0,
93219,7,2022,Elec- Agricultural,Y,0,0,
93219,8,2022,Elec- Agricultural,Y,0,0,
93219,9,2022,Elec- Agricultural,Y,0,0,
93224,7,2022,Elec- Agricultural,Y,0,0,
93224,8,2022,Elec- Agricultural,Y,0,0,
93224,9,2022,Elec- Agricultural,Y,0,0,
93225,7,2022,Elec- Agricultural,Y,0,0,
93225,8,2022,Elec- Agricultural,Y,0,0,
93225,9,2022,Elec- Agricultural,Y,0,0,
93230,7,2022,Elec- Agricultural,Y,723,"71,626,677","99,069"
93230,8,2022,Elec- Agricultural,Y,724,"67,335,604","93,005"
93230,9,2022,Elec- Agricultural,Y,384,"14,073,771","36,650"
93234,7,2022,Elec- Agricultural,Y,0,0,
93234,8,2022,Elec- Agricultural,Y,0,0,
93234,9,2022,Elec- Agricultural,Y,263,"11,586,325","44,054"
93239,7,2022,Elec- Agricultural,Y,0,0,
93239,8,2022,Elec- Agricultural,Y,0,0,
93239,9,2022,Elec- Agricultural,Y,0,0,
93241,7,2022,Elec- Agricultural,Y,0,0,
93241,8,2022,Elec- Agricultural,Y,0,0,
93241,9,2022,Elec- Agricultural,Y,0,0,
93242,7,2022,Elec- Agricultural,Y,0,0,
93242,8,2022,Elec- Agricultural,Y,0,0,
93242,9,2022,Elec- Agricultural,Y,0,0,
93243,7,2022,Elec- Agricultural,Y,0,0,
93243,8,2022,Elec- Agricultural,Y,0,0,
93243,9,2022,Elec- Agricultural,Y,0,0,
93245,7,2022,Elec- Agricultural,Y,832,"52,912,066","63,596"
93245,8,2022,Elec- Agricultural,Y,583,"26,391,330","45,268"
93245,9,2022,Elec- Agricultural,Y,519,"12,565,980","24,212"
93249,7,2022,Elec- Agricultural,Y,0,0,
93249,8,2022,Elec- Agricultural,Y,0,0,
93249,9,2022,Elec- Agricultural,Y,0,0,
93250,7,2022,Elec- Agricultural,Y,160,"14,541,749","90,886"
93250,8,2022,Elec- Agricultural,Y,160,"12,306,347","76,915"
93250,9,2022,Elec- Agricultural,Y,345,"17,672,641","51,225"
93251,7,2022,Elec- Agricultural,Y,0,0,
93251,8,2022,Elec- Agricultural,Y,0,0,
93251,9,2022,Elec- Agricultural,Y,0,0,
93252,7,2022,Elec- Agricultural,Y,0,0,
93252,8,2022,Elec- Agricultural,Y,0,0,
93252,9,2022,Elec- Agricultural,Y,0,0,
93254,7,2022,Elec- Agricultural,Y,0,0,
93254,8,2022,Elec- Agricultural,Y,0,0,
93254,9,2022,Elec- Agricultural,Y,0,0,
93256,7,2022,Elec- Agricultural,Y,0,0,
93256,8,2022,Elec- Agricultural,Y,0,0,
93256,9,2022,Elec- Agricultural,Y,0,0,
93262,7,2022,Elec- Agricultural,Y,0,0,
93262,8,2022,Elec- Agricultural,Y,0,0,
93262,9,2022,Elec- Agricultural,Y,0,0,
93263,7,2022,Elec- Agricultural,Y,0,0,
93263,8,2022,Elec- Agricultural,Y,0,0,
93263,9,2022,Elec- Agricultural,Y,0,0,
93266,7,2022,Elec- Agricultural,Y,0,0,
93266,8,2022,Elec- Agricultural,Y,0,0,
93266,9,2022,Elec- Agricultural,Y,0,0,
93268,7,2022,Elec- Agricultural,Y,0,0,
93268,8,2022,Elec- Agricultural,Y,0,0,
93268,9,2022,Elec- Agricultural,Y,0,0,
93272,7,2022,Elec- Agricultural,Y,0,0,
93272,8,2022,Elec- Agricultural,Y,0,0,
93272,9,2022,Elec- Agricultural,Y,0,0,
93274,7,2022,Elec- Agricultural,Y,0,0,
93274,8,2022,Elec- Agricultural,Y,0,0,
93274,9,2022,Elec- Agricultural,Y,0,0,
93276,7,2022,Elec- Agricultural,Y,0,0,
93276,8,2022,Elec- Agricultural,Y,0,0,
93276,9,2022,Elec- Agricultural,Y,0,0,
93277,7,2022,Elec- Agricultural,Y,0,0,
93277,8,2022,Elec- Agricultural,Y,0,0,
93277,9,2022,Elec- Agricultural,Y,0,0,
93280,7,2022,Elec- Agricultural,Y,538,101945864,"189,490"
93280,8,2022,Elec- Agricultural,Y,542,"91,451,967","168,731"
93280,9,2022,Elec- Agricultural,Y,660,"93,892,902","142,262"
93286,7,2022,Elec- Agricultural,Y,181,"1,540,117","8,509"
93286,8,2022,Elec- Agricultural,Y,181,"1,324,639","7,318"
93286,9,2022,Elec- Agricultural,Y,179,"1,258,302","7,030"
93291,7,2022,Elec- Agricultural,Y,0,0,
93291,8,2022,Elec- Agricultural,Y,0,0,
93291,9,2022,Elec- Agricultural,Y,0,0,
93292,7,2022,Elec- Agricultural,Y,0,0,
93292,8,2022,Elec- Agricultural,Y,0,0,
93292,9,2022,Elec- Agricultural,Y,0,0,
93301,7,2022,Elec- Agricultural,Y,0,0,
93301,8,2022,Elec- Agricultural,Y,0,0,
93301,9,2022,Elec- Agricultural,Y,0,0,
93304,7,2022,Elec- Agricultural,Y,109,"6,738,801","61,824"
93304,8,2022,Elec- Agricultural,Y,109,"6,525,218","59,864"
93304,9,2022,Elec- Agricultural,Y,0,0,
93305,7,2022,Elec- Agricultural,Y,0,0,
93305,8,2022,Elec- Agricultural,Y,0,0,
93305,9,2022,Elec- Agricultural,Y,0,0,
93306,7,2022,Elec- Agricultural,Y,0,0,
93306,8,2022,Elec- Agricultural,Y,0,0,
93306,9,2022,Elec- Agricultural,Y,0,0,
93307,7,2022,Elec- Agricultural,Y,381,"33,007,898","86,635"
93307,8,2022,Elec- Agricultural,Y,536,"47,641,583","88,884"
93307,9,2022,Elec- Agricultural,Y,841,"51,335,418","61,041"
93308,7,2022,Elec- Agricultural,Y,190,"11,569,108","60,890"
93308,8,2022,Elec- Agricultural,Y,190,"10,355,806","54,504"
93308,9,2022,Elec- Agricultural,Y,0,0,
93309,7,2022,Elec- Agricultural,Y,0,0,
93309,8,2022,Elec- Agricultural,Y,0,0,
93309,9,2022,Elec- Agricultural,Y,0,0,
93311,7,2022,Elec- Agricultural,Y,191,"31,511,283","164,981"
93311,8,2022,Elec- Agricultural,Y,190,"28,563,986","150,337"
93311,9,2022,Elec- Agricultural,Y,189,"23,106,625","122,257"
93312,7,2022,Elec- Agricultural,Y,0,0,
93312,8,2022,Elec- Agricultural,Y,0,0,
93312,9,2022,Elec- Agricultural,Y,0,0,
93313,7,2022,Elec- Agricultural,N,191,"9,071,269","47,494"
93313,8,2022,Elec- Agricultural,Y,195,"8,418,250","43,171"
93313,9,2022,Elec- Agricultural,Y,0,0,
93314,7,2022,Elec- Agricultural,Y,0,0,
93314,8,2022,Elec- Agricultural,Y,0,0,
93314,9,2022,Elec- Agricultural,Y,0,0,
93401,7,2022,Elec- Agricultural,Y,0,0,
93401,8,2022,Elec- Agricultural,Y,0,0,
93401,9,2022,Elec- Agricultural,Y,0,0,
93402,7,2022,Elec- Agricultural,Y,0,0,
93402,8,2022,Elec- Agricultural,Y,0,0,
93402,9,2022,Elec- Agricultural,Y,0,0,
93405,7,2022,Elec- Agricultural,Y,0,0,
93405,8,2022,Elec- Agricultural,Y,0,0,
93405,9,2022,Elec- Agricultural,Y,0,0,
93420,7,2022,Elec- Agricultural,Y,"1,240","62,271,042","50,219"
93420,8,2022,Elec- Agricultural,Y,"1,240","60,424,943","48,730"
93420,9,2022,Elec- Agricultural,Y,"1,244","47,525,142","38,203"
93422,7,2022,Elec- Agricultural,Y,0,0,
93422,8,2022,Elec- Agricultural,Y,0,0,
93422,9,2022,Elec- Agricultural,Y,0,0,
93426,7,2022,Elec- Agricultural,Y,0,0,
93426,8,2022,Elec- Agricultural,Y,0,0,
93426,9,2022,Elec- Agricultural,Y,0,0,
93427,7,2022,Elec- Agricultural,Y,0,0,
93427,8,2022,Elec- Agricultural,Y,0,0,
93427,9,2022,Elec- Agricultural,Y,0,0,
93428,7,2022,Elec- Agricultural,Y,0,0,
93428,8,2022,Elec- Agricultural,Y,0,0,
93428,9,2022,Elec- Agricultural,Y,0,0,
93430,7,2022,Elec- Agricultural,Y,117,"193,790","1,656"
93430,8,2022,Elec- Agricultural,Y,117,"197,913","1,692"
93430,9,2022,Elec- Agricultural,Y,117,"185,441","1,585"
93432,7,2022,Elec- Agricultural,Y,0,0,
93432,8,2022,Elec- Agricultural,Y,0,0,
93432,9,2022,Elec- Agricultural,Y,0,0,
93433,7,2022,Elec- Agricultural,Y,0,0,
93433,8,2022,Elec- Agricultural,Y,0,0,
93433,9,2022,Elec- Agricultural,Y,0,0,
93434,7,2022,Elec- Agricultural,Y,0,0,
93434,8,2022,Elec- Agricultural,Y,0,0,
93434,9,2022,Elec- Agricultural,Y,0,0,
93435,7,2022,Elec- Agricultural,Y,0,0,
93435,8,2022,Elec- Agricultural,Y,0,0,
93436,7,2022,Elec- Agricultural,Y,355,"3,035,818","8,552"
93436,8,2022,Elec- Agricultural,Y,356,"3,007,046","8,447"
93436,9,2022,Elec- Agricultural,Y,354,"2,386,659","6,742"
93437,7,2022,Elec- Agricultural,Y,0,0,
93437,8,2022,Elec- Agricultural,Y,0,0,
93437,9,2022,Elec- Agricultural,Y,0,0,
93441,7,2022,Elec- Agricultural,Y,0,0,
93441,8,2022,Elec- Agricultural,Y,0,0,
93441,9,2022,Elec- Agricultural,Y,0,0,
93442,7,2022,Elec- Agricultural,Y,0,0,
93442,8,2022,Elec- Agricultural,Y,0,0,
93442,9,2022,Elec- Agricultural,Y,0,0,
93444,7,2022,Elec- Agricultural,Y,0,0,
93444,8,2022,Elec- Agricultural,Y,0,0,
93444,9,2022,Elec- Agricultural,Y,0,0,
93445,7,2022,Elec- Agricultural,Y,0,0,
93445,8,2022,Elec- Agricultural,Y,0,0,
93445,9,2022,Elec- Agricultural,Y,0,0,
93446,7,2022,Elec- Agricultural,Y,725,"5,963,138","8,225"
93446,8,2022,Elec- Agricultural,Y,598,"5,564,018","9,304"
93446,9,2022,Elec- Agricultural,Y,598,"4,297,828","7,187"
93449,7,2022,Elec- Agricultural,Y,0,0,
93449,8,2022,Elec- Agricultural,Y,0,0,
93449,9,2022,Elec- Agricultural,Y,0,0,
93450,7,2022,Elec- Agricultural,Y,0,0,
93450,8,2022,Elec- Agricultural,Y,0,0,
93450,9,2022,Elec- Agricultural,Y,0,0,
93451,7,2022,Elec- Agricultural,Y,0,0,
93451,8,2022,Elec- Agricultural,Y,252,"14,141,572","56,117"
93451,9,2022,Elec- Agricultural,Y,0,0,
93452,7,2022,Elec- Agricultural,Y,0,0,
93452,8,2022,Elec- Agricultural,Y,0,0,
93452,9,2022,Elec- Agricultural,Y,0,0,
93453,7,2022,Elec- Agricultural,Y,0,0,
93453,8,2022,Elec- Agricultural,Y,0,0,
93453,9,2022,Elec- Agricultural,Y,0,0,
93454,7,2022,Elec- Agricultural,Y,0,0,
93454,8,2022,Elec- Agricultural,Y,0,0,
93454,9,2022,Elec- Agricultural,Y,0,0,
93455,7,2022,Elec- Agricultural,Y,0,0,
93455,8,2022,Elec- Agricultural,Y,0,0,
93455,9,2022,Elec- Agricultural,Y,0,0,
93458,7,2022,Elec- Agricultural,Y,0,0,
93458,8,2022,Elec- Agricultural,Y,0,0,
93458,9,2022,Elec- Agricultural,Y,0,0,
93460,7,2022,Elec- Agricultural,Y,186,"1,244,122","6,689"
93460,8,2022,Elec- Agricultural,Y,186,"1,273,622","6,847"
93460,9,2022,Elec- Agricultural,Y,186,"994,463","5,347"
93461,7,2022,Elec- Agricultural,Y,0,0,
93461,8,2022,Elec- Agricultural,Y,0,0,
93461,9,2022,Elec- Agricultural,Y,0,0,
93463,7,2022,Elec- Agricultural,Y,0,0,
93463,8,2022,Elec- Agricultural,Y,0,0,
93463,9,2022,Elec- Agricultural,Y,0,0,
93465,7,2022,Elec- Agricultural,N,134,"332,334","2,480"
93465,8,2022,Elec- Agricultural,N,134,"355,217","2,651"
93465,9,2022,Elec- Agricultural,N,134,"280,685","2,095"
93601,7,2022,Elec- Agricultural,Y,0,0,
93601,8,2022,Elec- Agricultural,Y,0,0,
93601,9,2022,Elec- Agricultural,Y,0,0,
93602,7,2022,Elec- Agricultural,Y,0,0,
93602,8,2022,Elec- Agricultural,Y,0,0,
93602,9,2022,Elec- Agricultural,Y,0,0,
93603,7,2022,Elec- Agricultural,Y,0,0,
93603,8,2022,Elec- Agricultural,Y,0,0,
93603,9,2022,Elec- Agricultural,Y,0,0,
93608,7,2022,Elec- Agricultural,Y,0,0,
93608,8,2022,Elec- Agricultural,Y,0,0,
93608,9,2022,Elec- Agricultural,Y,0,0,
93609,7,2022,Elec- Agricultural,N,228,"10,618,762","46,574"
93609,8,2022,Elec- Agricultural,Y,481,"24,519,611","50,976"
93609,9,2022,Elec- Agricultural,Y,478,"15,861,480","33,183"
93610,7,2022,Elec- Agricultural,N,459,"39,815,861","86,745"
93610,8,2022,Elec- Agricultural,N,462,"36,469,814","78,939"
93610,9,2022,Elec- Agricultural,N,465,"24,985,760","53,733"
93611,7,2022,Elec- Agricultural,Y,146,"620,474","4,250"
93611,8,2022,Elec- Agricultural,Y,0,0,
93611,9,2022,Elec- Agricultural,Y,0,0,
93612,7,2022,Elec- Agricultural,Y,0,0,
93612,8,2022,Elec- Agricultural,Y,0,0,
93612,9,2022,Elec- Agricultural,Y,0,0,
93614,7,2022,Elec- Agricultural,Y,0,0,
93614,8,2022,Elec- Agricultural,Y,0,0,
93614,9,2022,Elec- Agricultural,Y,0,0,
93615,7,2022,Elec- Agricultural,Y,0,0,
93615,8,2022,Elec- Agricultural,Y,0,0,
93615,9,2022,Elec- Agricultural,Y,0,0,
93616,7,2022,Elec- Agricultural,Y,0,0,
93616,8,2022,Elec- Agricultural,Y,0,0,
93616,9,2022,Elec- Agricultural,Y,0,0,
93618,7,2022,Elec- Agricultural,Y,557,"10,841,096","19,463"
93618,8,2022,Elec- Agricultural,Y,559,"12,267,151","21,945"
93618,9,2022,Elec- Agricultural,Y,557,"9,331,435","16,753"
93619,7,2022,Elec- Agricultural,Y,177,"440,269","2,487"
93619,8,2022,Elec- Agricultural,Y,0,0,
93619,9,2022,Elec- Agricultural,Y,0,0,
