ZIPCODE,MONTH,YEAR,CUSTOMERCLASS,COMBINED,TOTALCUSTOMERS,TOTALKWH,AVERAGEKWH
93243,3,2022,Elec- Agricultural,Y,0,0,
93245,1,2022,Elec- Agricultural,Y,729,"8,738,258","11,987"
93245,2,2022,Elec- Agricultural,Y,0,0,
93245,3,2022,Elec- Agricultural,Y,0,0,
93249,1,2022,Elec- Agricultural,Y,0,0,
93249,2,2022,Elec- Agricultural,Y,0,0,
93249,3,2022,Elec- Agricultural,Y,0,0,
93250,1,2022,Elec- Agricultural,Y,0,0,
93250,2,2022,Elec- Agricultural,Y,244,"5,045,322","20,678"
93250,3,2022,Elec- Agricultural,Y,0,0,
93251,1,2022,Elec- Agricultural,Y,0,0,
93251,2,2022,Elec- Agricultural,Y,0,0,
93251,3,2022,Elec- Agricultural,Y,0,0,
93252,1,2022,Elec- Agricultural,Y,0,0,
93252,2,2022,Elec- Agricultural,Y,0,0,
93252,3,2022,Elec- Agricultural,Y,0,0,
93254,1,2022,Elec- Agricultural,Y,0,0,
93254,2,2022,Elec- Agricultural,Y,0,0,
93254,3,2022,Elec- Agricultural,Y,0,0,
93256,1,2022,Elec- Agricultural,Y,0,0,
93256,2,2022,Elec- Agricultural,Y,0,0,
93256,3,2022,Elec- Agricultural,Y,0,0,
93262,1,2022,Elec- Agricultural,Y,0,0,
93262,2,2022,Elec- Agricultural,Y,0,0,
93262,3,2022,Elec- Agricultural,Y,0,0,
93263,1,2022,Elec- Agricultural,Y,0,0,
93263,2,2022,Elec- Agricultural,Y,0,0,
93263,3,2022,Elec- Agricultural,Y,0,0,
93266,1,2022,Elec- Agricultural,Y,0,0,
93266,2,2022,Elec- Agricultural,Y,0,0,
93266,3,2022,Elec- Agricultural,Y,0,0,
93268,1,2022,Elec- Agricultural,Y,0,0,
93268,2,2022,Elec- Agricultural,Y,0,0,
93268,3,2022,Elec- Agricultural,Y,0,0,
93272,1,2022,Elec- Agricultural,Y,0,0,
93272,2,2022,Elec- Agricultural,Y,0,0,
93272,3,2022,Elec- Agricultural,Y,0,0,
93274,1,2022,Elec- Agricultural,Y,0,0,
93274,2,2022,Elec- Agricultural,Y,0,0,
93274,3,2022,Elec- Agricultural,Y,0,0,
93276,1,2022,Elec- Agricultural,Y,0,0,
93276,2,2022,Elec- Agricultural,Y,0,0,
93276,3,2022,Elec- Agricultural,Y,0,0,
93277,1,2022,Elec- Agricultural,Y,0,0,
93277,2,2022,Elec- Agricultural,Y,0,0,
93277,3,2022,Elec- Agricultural,Y,0,0,
93280,1,2022,Elec- Agricultural,Y,0,0,
93280,2,2022,Elec- Agricultural,Y,"1,979","97,572,710","49,304"
93280,3,2022,Elec- Agricultural,Y,"2,086",113172134,"54,253"
93286,1,2022,Elec- Agricultural,Y,0,0,
93286,2,2022,Elec- Agricultural,Y,0,0,
93286,3,2022,Elec- Agricultural,Y,0,0,
93291,1,2022,Elec- Agricultural,Y,0,0,
93291,2,2022,Elec- Agricultural,Y,0,0,
93291,3,2022,Elec- Agricultural,Y,0,0,
93292,1,2022,Elec- Agricultural,Y,0,0,
93292,2,2022,Elec- Agricultural,Y,0,0,
93292,3,2022,Elec- Agricultural,Y,0,0,
93301,1,2022,Elec- Agricultural,Y,0,0,
93301,2,2022,Elec- Agricultural,Y,0,0,
93301,3,2022,Elec- Agricultural,Y,0,0,
93304,1,2022,Elec- Agricultural,Y,0,0,
93304,2,2022,Elec- Agricultural,Y,0,0,
93304,3,2022,Elec- Agricultural,Y,0,0,
93305,1,2022,Elec- Agricultural,Y,0,0,
93305,2,2022,Elec- Agricultural,Y,0,0,
93305,3,2022,Elec- Agricultural,Y,0,0,
93306,1,2022,Elec- Agricultural,Y,0,0,
93306,2,2022,Elec- Agricultural,Y,0,0,
93306,3,2022,Elec- Agricultural,Y,0,0,
93307,1,2022,Elec- Agricultural,Y,"2,513","89,060,688","35,440"
93307,2,2022,Elec- Agricultural,Y,907,"28,466,282","31,385"
93307,3,2022,Elec- Agricultural,Y,"1,155","33,864,913","29,320"
93308,1,2022,Elec- Agricultural,Y,0,0,
93308,2,2022,Elec- Agricultural,Y,0,0,
93308,3,2022,Elec- Agricultural,Y,427,"28,528,642","66,812"
93309,1,2022,Elec- Agricultural,Y,0,0,
93309,2,2022,Elec- Agricultural,Y,0,0,
93309,3,2022,Elec- Agricultural,Y,0,0,
93311,1,2022,Elec- Agricultural,Y,0,0,
93311,2,2022,Elec- Agricultural,Y,285,"24,106,208","84,583"
93311,3,2022,Elec- Agricultural,Y,0,0,
93312,1,2022,Elec- Agricultural,Y,0,0,
93312,2,2022,Elec- Agricultural,Y,0,0,
93312,3,2022,Elec- Agricultural,Y,0,0,
93313,1,2022,Elec- Agricultural,Y,0,0,
93313,2,2022,Elec- Agricultural,Y,0,0,
93313,3,2022,Elec- Agricultural,Y,0,0,
93314,1,2022,Elec- Agricultural,Y,0,0,
93314,2,2022,Elec- Agricultural,Y,0,0,
93314,3,2022,Elec- Agricultural,Y,0,0,
93401,1,2022,Elec- Agricultural,Y,0,0,
93401,2,2022,Elec- Agricultural,Y,136,"213,964","1,573"
93401,3,2022,Elec- Agricultural,Y,102,"227,371","2,229"
93402,1,2022,Elec- Agricultural,Y,0,0,
93402,2,2022,Elec- Agricultural,Y,0,0,
93402,3,2022,Elec- Agricultural,Y,0,0,
93405,1,2022,Elec- Agricultural,Y,0,0,
93405,2,2022,Elec- Agricultural,Y,0,0,
93405,3,2022,Elec- Agricultural,Y,0,0,
93420,1,2022,Elec- Agricultural,Y,"1,437","11,019,915","7,669"
93420,2,2022,Elec- Agricultural,Y,454,"3,382,978","7,451"
93420,3,2022,Elec- Agricultural,Y,571,"10,113,672","17,712"
93422,1,2022,Elec- Agricultural,Y,0,0,
93422,2,2022,Elec- Agricultural,Y,0,0,
93422,3,2022,Elec- Agricultural,Y,0,0,
93426,1,2022,Elec- Agricultural,Y,0,0,
93426,2,2022,Elec- Agricultural,Y,0,0,
93426,3,2022,Elec- Agricultural,Y,0,0,
93427,1,2022,Elec- Agricultural,Y,0,0,
93427,2,2022,Elec- Agricultural,Y,0,0,
93427,3,2022,Elec- Agricultural,Y,0,0,
93428,1,2022,Elec- Agricultural,Y,0,0,
93428,2,2022,Elec- Agricultural,Y,0,0,
93428,3,2022,Elec- Agricultural,Y,0,0,
93430,1,2022,Elec- Agricultural,Y,0,0,
93430,2,2022,Elec- Agricultural,Y,0,0,
93430,3,2022,Elec- Agricultural,Y,0,0,
93432,1,2022,Elec- Agricultural,Y,0,0,
93432,2,2022,Elec- Agricultural,Y,0,0,
93432,3,2022,Elec- Agricultural,N,86,"165,112","1,920"
93433,1,2022,Elec- Agricultural,Y,0,0,
93433,2,2022,Elec- Agricultural,Y,0,0,
93433,3,2022,Elec- Agricultural,Y,0,0,
93434,1,2022,Elec- Agricultural,Y,0,0,
93434,2,2022,Elec- Agricultural,Y,0,0,
93434,3,2022,Elec- Agricultural,Y,0,0,
93435,1,2022,Elec- Agricultural,Y,0,0,
93435,2,2022,Elec- Agricultural,Y,0,0,
93435,3,2022,Elec- Agricultural,Y,0,0,
93436,1,2022,Elec- Agricultural,Y,0,0,
93436,2,2022,Elec- Agricultural,Y,294,"1,362,018","4,633"
93436,3,2022,Elec- Agricultural,Y,242,"1,495,609","6,180"
93437,1,2022,Elec- Agricultural,Y,0,0,
93437,2,2022,Elec- Agricultural,Y,0,0,
93437,3,2022,Elec- Agricultural,Y,0,0,
93441,1,2022,Elec- Agricultural,Y,0,0,
93441,2,2022,Elec- Agricultural,Y,0,0,
93441,3,2022,Elec- Agricultural,Y,0,0,
93442,1,2022,Elec- Agricultural,Y,0,0,
93442,2,2022,Elec- Agricultural,Y,0,0,
93442,3,2022,Elec- Agricultural,Y,156,"282,716","1,812"
93444,1,2022,Elec- Agricultural,Y,0,0,
93444,2,2022,Elec- Agricultural,Y,0,0,
93444,3,2022,Elec- Agricultural,Y,0,0,
93445,1,2022,Elec- Agricultural,Y,0,0,
93445,2,2022,Elec- Agricultural,Y,0,0,
93445,3,2022,Elec- Agricultural,Y,0,0,
93446,1,2022,Elec- Agricultural,Y,"1,508","13,192,551","8,748"
93446,2,2022,Elec- Agricultural,Y,824,"2,182,587","2,649"
93446,3,2022,Elec- Agricultural,Y,833,"2,842,781","3,413"
93449,1,2022,Elec- Agricultural,Y,0,0,
93449,2,2022,Elec- Agricultural,Y,0,0,
93449,3,2022,Elec- Agricultural,Y,0,0,
93450,1,2022,Elec- Agricultural,Y,0,0,
93450,2,2022,Elec- Agricultural,Y,0,0,
93450,3,2022,Elec- Agricultural,Y,0,0,
93451,1,2022,Elec- Agricultural,Y,0,0,
93451,2,2022,Elec- Agricultural,Y,0,0,
93451,3,2022,Elec- Agricultural,Y,0,0,
93452,1,2022,Elec- Agricultural,Y,0,0,
93452,2,2022,Elec- Agricultural,Y,0,0,
93452,3,2022,Elec- Agricultural,Y,0,0,
93453,1,2022,Elec- Agricultural,Y,0,0,
93453,2,2022,Elec- Agricultural,Y,0,0,
93453,3,2022,Elec- Agricultural,Y,0,0,
93454,1,2022,Elec- Agricultural,Y,0,0,
93454,2,2022,Elec- Agricultural,Y,311,"9,751,971","31,357"
93454,3,2022,Elec- Agricultural,Y,238,"7,346,587","30,868"
93455,1,2022,Elec- Agricultural,Y,0,0,
93455,2,2022,Elec- Agricultural,Y,0,0,
93455,3,2022,Elec- Agricultural,Y,0,0,
93458,1,2022,Elec- Agricultural,Y,0,0,
93458,2,2022,Elec- Agricultural,Y,0,0,
93458,3,2022,Elec- Agricultural,Y,0,0,
93460,1,2022,Elec- Agricultural,Y,0,0,
93460,2,2022,Elec- Agricultural,Y,248,"712,107","2,871"
93460,3,2022,Elec- Agricultural,Y,0,0,
93461,1,2022,Elec- Agricultural,Y,0,0,
93461,2,2022,Elec- Agricultural,Y,0,0,
93461,3,2022,Elec- Agricultural,Y,0,0,
93463,1,2022,Elec- Agricultural,Y,0,0,
93463,2,2022,Elec- Agricultural,Y,0,0,
93463,3,2022,Elec- Agricultural,Y,0,0,
93465,1,2022,Elec- Agricultural,Y,308,"266,802",866
93465,2,2022,Elec- Agricultural,Y,307,"356,286","1,161"
93465,3,2022,Elec- Agricultural,Y,0,0,
93601,1,2022,Elec- Agricultural,Y,0,0,
93601,2,2022,Elec- Agricultural,Y,0,0,
93601,3,2022,Elec- Agricultural,Y,0,0,
93602,1,2022,Elec- Agricultural,Y,0,0,
93602,2,2022,Elec- Agricultural,Y,0,0,
93602,3,2022,Elec- Agricultural,Y,0,0,
93603,1,2022,Elec- Agricultural,Y,0,0,
93603,2,2022,Elec- Agricultural,Y,0,0,
93603,3,2022,Elec- Agricultural,Y,0,0,
93608,1,2022,Elec- Agricultural,Y,0,0,
93608,2,2022,Elec- Agricultural,Y,0,0,
93608,3,2022,Elec- Agricultural,Y,0,0,
93609,1,2022,Elec- Agricultural,Y,483,"3,665,483","7,589"
93609,2,2022,Elec- Agricultural,N,226,"3,130,164","13,850"
93609,3,2022,Elec- Agricultural,N,227,"3,217,564","14,174"
93610,1,2022,Elec- Agricultural,Y,683,"5,856,239","8,574"
93610,2,2022,Elec- Agricultural,N,466,"16,360,188","35,108"
93610,3,2022,Elec- Agricultural,N,462,"17,815,412","38,561"
93611,1,2022,Elec- Agricultural,Y,0,0,
93611,2,2022,Elec- Agricultural,Y,0,0,
93611,3,2022,Elec- Agricultural,Y,0,0,
93612,1,2022,Elec- Agricultural,Y,0,0,
93612,2,2022,Elec- Agricultural,Y,0,0,
93612,3,2022,Elec- Agricultural,Y,0,0,
93614,1,2022,Elec- Agricultural,Y,0,0,
93614,2,2022,Elec- Agricultural,Y,0,0,
93614,3,2022,Elec- Agricultural,Y,0,0,
93615,1,2022,Elec- Agricultural,Y,0,0,
93615,2,2022,Elec- Agricultural,Y,0,0,
93615,3,2022,Elec- Agricultural,Y,0,0,
93616,1,2022,Elec- Agricultural,Y,0,0,
93616,2,2022,Elec- Agricultural,Y,0,0,
93616,3,2022,Elec- Agricultural,Y,0,0,
93618,1,2022,Elec- Agricultural,Y,0,0,
93618,2,2022,Elec- Agricultural,Y,562,"5,956,841","10,599"
93618,3,2022,Elec- Agricultural,Y,"1,281","8,863,321","6,919"
93619,1,2022,Elec- Agricultural,Y,0,0,
93619,2,2022,Elec- Agricultural,Y,0,0,
93619,3,2022,Elec- Agricultural,Y,0,0,
93620,1,2022,Elec- Agricultural,Y,0,0,
93620,2,2022,Elec- Agricultural,N,220,"2,792,517","12,693"
93620,3,2022,Elec- Agricultural,N,220,"3,423,355","15,561"
93621,1,2022,Elec- Agricultural,Y,0,0,
93621,2,2022,Elec- Agricultural,Y,0,0,
93621,3,2022,Elec- Agricultural,Y,0,0,
93622,1,2022,Elec- Agricultural,Y,"1,951","22,590,387","11,579"
93622,2,2022,Elec- Agricultural,N,255,"5,569,623","21,842"
93622,3,2022,Elec- Agricultural,N,254,"6,779,185","26,690"
93624,2,2022,Elec- Agricultural,N,110,"3,680,405","33,458"
93624,3,2022,Elec- Agricultural,N,110,"5,629,804","51,180"
93625,1,2022,Elec- Agricultural,Y,0,0,
93625,2,2022,Elec- Agricultural,Y,0,0,
93625,3,2022,Elec- Agricultural,Y,0,0,
93626,1,2022,Elec- Agricultural,Y,0,0,
93626,2,2022,Elec- Agricultural,Y,0,0,
93626,3,2022,Elec- Agricultural,Y,0,0,
93627,1,2022,Elec- Agricultural,Y,0,0,
93627,2,2022,Elec- Agricultural,Y,0,0,
93627,3,2022,Elec- Agricultural,Y,0,0,
93628,1,2022,Elec- Agricultural,Y,0,0,
93628,2,2022,Elec- Agricultural,Y,0,0,
93628,3,2022,Elec- Agricultural,Y,0,0,
93630,1,2022,Elec- Agricultural,Y,0,0,
93630,2,2022,Elec- Agricultural,Y,602,"11,377,974","18,900"
93630,3,2022,Elec- Agricultural,N,524,"10,043,199","19,166"
93631,1,2022,Elec- Agricultural,Y,0,0,
93631,2,2022,Elec- Agricultural,N,492,"3,127,320","6,356"
93631,3,2022,Elec- Agricultural,N,492,"2,746,532","5,582"
93635,1,2022,Elec- Agricultural,Y,0,0,
93635,2,2022,Elec- Agricultural,Y,"1,157","19,104,790","16,512"
93635,3,2022,Elec- Agricultural,Y,990,"20,928,807","21,140"
93636,1,2022,Elec- Agricultural,Y,0,0,
93636,2,2022,Elec- Agricultural,Y,0,0,
93636,3,2022,Elec- Agricultural,Y,95,"1,204,977","12,684"
93637,1,2022,Elec- Agricultural,Y,"1,639","9,396,250","5,733"
93637,2,2022,Elec- Agricultural,N,670,"15,434,409","23,036"
93637,3,2022,Elec- Agricultural,N,669,"16,378,840","24,483"
93638,1,2022,Elec- Agricultural,Y,0,0,
93638,2,2022,Elec- Agricultural,Y,415,"4,461,260","10,750"
93638,3,2022,Elec- Agricultural,N,319,"4,614,558","14,466"
93640,1,2022,Elec- Agricultural,Y,0,0,
93640,2,2022,Elec- Agricultural,Y,291,"11,121,621","38,219"
93640,3,2022,Elec- Agricultural,Y,295,"14,373,879","48,725"
93641,1,2022,Elec- Agricultural,Y,0,0,
93641,2,2022,Elec- Agricultural,Y,0,0,
93641,3,2022,Elec- Agricultural,Y,0,0,
93643,1,2022,Elec- Agricultural,Y,0,0,
93643,2,2022,Elec- Agricultural,Y,0,0,
93643,3,2022,Elec- Agricultural,Y,0,0,
93644,1,2022,Elec- Agricultural,Y,0,0,
93644,2,2022,Elec- Agricultural,Y,0,0,
93644,3,2022,Elec- Agricultural,Y,0,0,
93645,1,2022,Elec- Agricultural,Y,0,0,
93645,2,2022,Elec- Agricultural,Y,0,0,
93645,3,2022,Elec- Agricultural,Y,0,0,
93646,1,2022,Elec- Agricultural,Y,0,0,
93646,2,2022,Elec- Agricultural,Y,0,0,
93646,3,2022,Elec- Agricultural,Y,0,0,
93647,1,2022,Elec- Agricultural,Y,"1,028","3,403,136","3,310"
93647,2,2022,Elec- Agricultural,Y,646,"2,715,619","4,204"
93647,3,2022,Elec- Agricultural,Y,0,0,
93648,1,2022,Elec- Agricultural,Y,0,0,
93648,2,2022,Elec- Agricultural,Y,0,0,
93648,3,2022,Elec- Agricultural,Y,0,0,
93650,1,2022,Elec- Agricultural,Y,0,0,
93650,2,2022,Elec- Agricultural,Y,0,0,
93650,3,2022,Elec- Agricultural,Y,0,0,
93651,1,2022,Elec- Agricultural,Y,0,0,
93651,2,2022,Elec- Agricultural,Y,0,0,
93651,3,2022,Elec- Agricultural,Y,0,0,
93652,1,2022,Elec- Agricultural,Y,0,0,
93652,2,2022,Elec- Agricultural,Y,0,0,
93652,3,2022,Elec- Agricultural,Y,0,0,
93653,1,2022,Elec- Agricultural,Y,0,0,
93653,2,2022,Elec- Agricultural,Y,0,0,
93653,3,2022,Elec- Agricultural,Y,0,0,
93654,1,2022,Elec- Agricultural,Y,0,0,
93654,2,2022,Elec- Agricultural,Y,0,0,
93654,3,2022,Elec- Agricultural,Y,0,0,
93656,1,2022,Elec- Agricultural,Y,0,0,
93656,2,2022,Elec- Agricultural,Y,371,"15,128,083","40,777"
93656,3,2022,Elec- Agricultural,N,212,"7,012,820","33,079"
93657,1,2022,Elec- Agricultural,Y,0,0,
93657,2,2022,Elec- Agricultural,Y,"1,649","7,125,548","4,321"
93657,3,2022,Elec- Agricultural,Y,"1,648","7,315,060","4,439"
93660,1,2022,Elec- Agricultural,Y,0,0,
93660,2,2022,Elec- Agricultural,Y,0,0,
93660,3,2022,Elec- Agricultural,Y,121,"5,347,786","44,197"
93662,1,2022,Elec- Agricultural,Y,"2,602","10,754,699","4,133"
93662,2,2022,Elec- Agricultural,Y,"1,017","7,363,282","7,240"
93662,3,2022,Elec- Agricultural,Y,"1,024","7,593,018","7,415"
93667,1,2022,Elec- Agricultural,Y,0,0,
93667,2,2022,Elec- Agricultural,Y,0,0,
93667,3,2022,Elec- Agricultural,Y,0,0,
93668,1,2022,Elec- Agricultural,Y,0,0,
93668,2,2022,Elec- Agricultural,Y,0,0,
93668,3,2022,Elec- Agricultural,Y,0,0,
93675,1,2022,Elec- Agricultural,Y,0,0,
93675,2,2022,Elec- Agricultural,Y,49,"13,140",268
93675,3,2022,Elec- Agricultural,Y,0,0,
93701,1,2022,Elec- Agricultural,Y,0,0,
93701,2,2022,Elec- Agricultural,Y,0,0,
93701,3,2022,Elec- Agricultural,Y,0,0,
93702,1,2022,Elec- Agricultural,Y,0,0,
93702,2,2022,Elec- Agricultural,Y,0,0,
93702,3,2022,Elec- Agricultural,Y,0,0,
93703,1,2022,Elec- Agricultural,Y,0,0,
93703,2,2022,Elec- Agricultural,Y,0,0,
93703,3,2022,Elec- Agricultural,Y,0,0,
93704,1,2022,Elec- Agricultural,Y,0,0,
93704,2,2022,Elec- Agricultural,Y,0,0,
93704,3,2022,Elec- Agricultural,Y,0,0,
93705,1,2022,Elec- Agricultural,Y,0,0,
93705,2,2022,Elec- Agricultural,Y,0,0,
93705,3,2022,Elec- Agricultural,Y,0,0,
93706,1,2022,Elec- Agricultural,Y,"3,327","12,470,966","3,748"
93706,2,2022,Elec- Agricultural,Y,0,0,
93706,3,2022,Elec- Agricultural,Y,0,0,
93710,1,2022,Elec- Agricultural,Y,0,0,
93710,2,2022,Elec- Agricultural,Y,0,0,
93710,3,2022,Elec- Agricultural,Y,0,0,
93711,1,2022,Elec- Agricultural,Y,0,0,
93711,2,2022,Elec- Agricultural,Y,0,0,
93711,3,2022,Elec- Agricultural,Y,0,0,
93720,1,2022,Elec- Agricultural,Y,0,0,
93720,2,2022,Elec- Agricultural,Y,0,0,
93720,3,2022,Elec- Agricultural,Y,0,0,
93721,1,2022,Elec- Agricultural,Y,0,0,
93721,2,2022,Elec- Agricultural,Y,0,0,
93721,3,2022,Elec- Agricultural,Y,0,0,
93722,1,2022,Elec- Agricultural,Y,0,0,
93722,2,2022,Elec- Agricultural,Y,0,0,
93722,3,2022,Elec- Agricultural,Y,0,0,
93723,1,2022,Elec- Agricultural,Y,0,0,
93723,2,2022,Elec- Agricultural,Y,0,0,
93723,3,2022,Elec- Agricultural,N,143,"403,091","2,819"
93725,1,2022,Elec- Agricultural,Y,0,0,
93725,2,2022,Elec- Agricultural,Y,"2,360","16,710,493","7,081"
93725,3,2022,Elec- Agricultural,Y,"2,217","17,524,121","7,904"
93726,1,2022,Elec- Agricultural,Y,0,0,
93726,2,2022,Elec- Agricultural,Y,0,0,
93726,3,2022,Elec- Agricultural,Y,0,0,
93727,1,2022,Elec- Agricultural,Y,0,0,
93727,2,2022,Elec- Agricultural,Y,0,0,
93727,3,2022,Elec- Agricultural,Y,0,0,
93728,1,2022,Elec- Agricultural,Y,0,0,
93728,2,2022,Elec- Agricultural,Y,0,0,
93728,3,2022,Elec- Agricultural,Y,0,0,
93730,1,2022,Elec- Agricultural,Y,0,0,
93730,2,2022,Elec- Agricultural,Y,0,0,
93730,3,2022,Elec- Agricultural,Y,0,0,
93737,1,2022,Elec- Agricultural,Y,0,0,
93737,2,2022,Elec- Agricultural,Y,0,0,
93737,3,2022,Elec- Agricultural,Y,0,0,
93740,1,2022,Elec- Agricultural,Y,0,0,
93740,2,2022,Elec- Agricultural,Y,0,0,
93740,3,2022,Elec- Agricultural,Y,0,0,
93741,1,2022,Elec- Agricultural,Y,0,0,
93741,2,2022,Elec- Agricultural,Y,0,0,
93741,3,2022,Elec- Agricultural,Y,0,0,
93901,1,2022,Elec- Agricultural,Y,0,0,
93901,2,2022,Elec- Agricultural,Y,232,"4,589,217","19,781"
93901,3,2022,Elec- Agricultural,Y,291,"7,226,107","24,832"
93905,1,2022,Elec- Agricultural,Y,0,0,
93905,2,2022,Elec- Agricultural,Y,0,0,
93905,3,2022,Elec- Agricultural,Y,0,0,
93906,1,2022,Elec- Agricultural,Y,0,0,
93906,2,2022,Elec- Agricultural,Y,0,0,
93906,3,2022,Elec- Agricultural,Y,0,0,
93907,1,2022,Elec- Agricultural,Y,0,0,
93907,2,2022,Elec- Agricultural,Y,0,0,
93907,3,2022,Elec- Agricultural,Y,0,0,
93908,1,2022,Elec- Agricultural,Y,0,0,
93908,2,2022,Elec- Agricultural,Y,0,0,
93908,3,2022,Elec- Agricultural,Y,0,0,
93920,1,2022,Elec- Agricultural,Y,0,0,
93920,2,2022,Elec- Agricultural,Y,0,0,
93920,3,2022,Elec- Agricultural,Y,0,0,
93923,1,2022,Elec- Agricultural,Y,0,0,
93923,2,2022,Elec- Agricultural,Y,0,0,
93923,3,2022,Elec- Agricultural,Y,0,0,
93924,1,2022,Elec- Agricultural,Y,0,0,
93924,2,2022,Elec- Agricultural,Y,0,0,
93924,3,2022,Elec- Agricultural,Y,0,0,
93925,1,2022,Elec- Agricultural,Y,0,0,
93925,2,2022,Elec- Agricultural,Y,0,0,
93925,3,2022,Elec- Agricultural,Y,0,0,
93926,1,2022,Elec- Agricultural,Y,0,0,
93926,2,2022,Elec- Agricultural,Y,0,0,
93926,3,2022,Elec- Agricultural,Y,0,0,
93927,1,2022,Elec- Agricultural,Y,0,0,
93927,2,2022,Elec- Agricultural,Y,0,0,
93927,3,2022,Elec- Agricultural,Y,0,0,
93930,1,2022,Elec- Agricultural,Y,0,0,
93930,2,2022,Elec- Agricultural,Y,608,"12,018,226","19,767"
93930,3,2022,Elec- Agricultural,Y,472,"14,590,538","30,912"
93932,1,2022,Elec- Agricultural,Y,0,0,
93932,2,2022,Elec- Agricultural,Y,0,0,
93932,3,2022,Elec- Agricultural,Y,0,0,
93933,1,2022,Elec- Agricultural,Y,0,0,
93933,2,2022,Elec- Agricultural,Y,0,0,
93933,3,2022,Elec- Agricultural,Y,0,0,
93940,1,2022,Elec- Agricultural,Y,0,0,
93940,2,2022,Elec- Agricultural,Y,0,0,
93940,3,2022,Elec- Agricultural,Y,0,0,
93950,1,2022,Elec- Agricultural,Y,0,0,
93950,2,2022,Elec- Agricultural,Y,0,0,
93950,3,2022,Elec- Agricultural,Y,0,0,
93960,1,2022,Elec- Agricultural,Y,0,0,
93960,2,2022,Elec- Agricultural,Y,0,0,
93960,3,2022,Elec- Agricultural,Y,0,0,
94010,1,2022,Elec- Agricultural,Y,0,0,
94010,2,2022,Elec- Agricultural,Y,0,0,
94010,3,2022,Elec- Agricultural,Y,0,0,
94014,1,2022,Elec- Agricultural,Y,0,0,
94014,2,2022,Elec- Agricultural,Y,0,0,
94014,3,2022,Elec- Agricultural,Y,0,0,
94015,1,2022,Elec- Agricultural,Y,0,0,
94015,2,2022,Elec- Agricultural,Y,0,0,
94015,3,2022,Elec- Agricultural,Y,0,0,
94019,1,2022,Elec- Agricultural,Y,273,"8,844,723","32,398"
94019,2,2022,Elec- Agricultural,Y,0,0,
94019,3,2022,Elec- Agricultural,Y,0,0,
