ZIPCODE,MONTH,YEAR,CUSTOMERCLASS,COMBINED,TOTALCUSTOMERS,TOTALKWH,AVERAGEKWH
93101,4,2022,Elec- Agricultural,Y,0,0,
93101,5,2022,Elec- Agricultural,Y,0,0,
93101,6,2022,Elec- Agricultural,Y,0,0,
93110,4,2022,Elec- Agricultural,Y,0,0,
93110,5,2022,Elec- Agricultural,Y,0,0,
93110,6,2022,Elec- Agricultural,Y,0,0,
93117,4,2022,Elec- Agricultural,Y,0,0,
93117,5,2022,Elec- Agricultural,Y,0,0,
93117,6,2022,Elec- Agricultural,Y,0,0,
93202,4,2022,Elec- Agricultural,Y,0,0,
93202,5,2022,Elec- Agricultural,Y,0,0,
93202,6,2022,Elec- Agricultural,Y,0,0,
93203,4,2022,Elec- Agricultural,Y,160,"11,283,080","70,519"
93203,5,2022,Elec- Agricultural,Y,159,"15,651,743","98,439"
93203,6,2022,Elec- Agricultural,Y,160,"17,397,062","108,732"
93204,4,2022,Elec- Agricultural,Y,0,0,
93204,5,2022,Elec- Agricultural,Y,0,0,
93204,6,2022,Elec- Agricultural,Y,0,0,
93206,4,2022,Elec- Agricultural,Y,0,0,
93206,5,2022,Elec- Agricultural,Y,0,0,
93206,6,2022,Elec- Agricultural,N,121,"18,489,335","152,804"
93210,4,2022,Elec- Agricultural,Y,0,0,
93210,5,2022,Elec- Agricultural,Y,0,0,
93210,6,2022,Elec- Agricultural,Y,0,0,
93212,4,2022,Elec- Agricultural,Y,0,0,
93212,5,2022,Elec- Agricultural,Y,0,0,
93212,6,2022,Elec- Agricultural,Y,0,0,
93215,4,2022,Elec- Agricultural,Y,0,0,
93215,5,2022,Elec- Agricultural,Y,0,0,
93215,6,2022,Elec- Agricultural,Y,0,0,
93219,4,2022,Elec- Agricultural,Y,0,0,
93219,5,2022,Elec- Agricultural,Y,0,0,
93219,6,2022,Elec- Agricultural,Y,0,0,
93224,4,2022,Elec- Agricultural,Y,0,0,
93224,5,2022,Elec- Agricultural,Y,0,0,
93224,6,2022,Elec- Agricultural,Y,0,0,
93225,4,2022,Elec- Agricultural,Y,0,0,
93225,5,2022,Elec- Agricultural,Y,0,0,
93225,6,2022,Elec- Agricultural,Y,0,0,
93230,4,2022,Elec- Agricultural,Y,0,0,
93230,5,2022,Elec- Agricultural,Y,727,"60,860,035","83,714"
93230,6,2022,Elec- Agricultural,Y,724,"65,817,540","90,908"
93234,4,2022,Elec- Agricultural,Y,0,0,
93234,5,2022,Elec- Agricultural,Y,0,0,
93234,6,2022,Elec- Agricultural,Y,0,0,
93239,4,2022,Elec- Agricultural,Y,0,0,
93239,5,2022,Elec- Agricultural,Y,0,0,
93239,6,2022,Elec- Agricultural,Y,0,0,
93241,4,2022,Elec- Agricultural,Y,0,0,
93241,5,2022,Elec- Agricultural,Y,0,0,
93241,6,2022,Elec- Agricultural,Y,0,0,
93242,4,2022,Elec- Agricultural,Y,0,0,
93242,5,2022,Elec- Agricultural,N,223,"4,736,551","21,240"
93242,6,2022,Elec- Agricultural,N,222,"5,434,528","24,480"
93243,4,2022,Elec- Agricultural,Y,0,0,
93243,5,2022,Elec- Agricultural,Y,0,0,
93243,6,2022,Elec- Agricultural,Y,0,0,
93245,4,2022,Elec- Agricultural,Y,"1,356","68,640,520","50,620"
93245,5,2022,Elec- Agricultural,Y,584,"27,627,918","47,308"
93245,6,2022,Elec- Agricultural,Y,619,"36,902,038","59,616"
