station_id
ICALITTL2
ICALOSGA2
ISACRAME2
ISQLSJSJ2
KCAACAMP14
KCAACAMP16
KCAACAMP2
KCAACAMP25
KCAACAMP26
KCAACAMP30
KCAACAMP31
KCAACAMP32
KCAACAMP35
KCAACAMP4
KCAACAMP6
KCAACAMP7
KCAACAMP9
KCAACTON21
KCAACTON3
KCAACTON34
KCAACTON38
KCAACTON53
KCAACTON6
KCAACTON64
KCAACTON68
KCAACTON7
KCAACTON70
KCAACTON72
KCAACTON74
KCAACTON76
KCAACTON79
KCAACTON81
KCAACTON82
KCAACTON84
KCAACTON85
KCAADIN9
KCAAGUAD12
KCAAGUAD20
KCAAGUAD33
KCAAGUAD34
KCAAGUAD35
KCAAGUAD5
KCAAHWAH1
KCAAHWAH17
KCAAHWAH21
KCAAHWAH22
KCAAHWAH26
KCAAHWAH27
KCAAHWAH28
KCAAHWAH29
KCAAHWAH30
KCAAHWAH31
KCAAHWAH7
KCAAHWAH9
KCAALAME104
KCAALAME105
KCAALAME107
KCAALAME110
KCAALAME117
KCAALAME123
KCAALAME124
KCAALAME127
KCAALAME134
KCAALAME135
KCAALAME138
KCAALAME143
KCAALAME146
KCAALAME147
KCAALAME148
KCAALAME149
KCAALAME150
KCAALAME36
KCAALAME42
KCAALAME6
KCAALAME62
KCAALAME63
KCAALAME65
KCAALAME74
KCAALAME78
KCAALAME85
KCAALAME89
KCAALAME92
KCAALAMO15
KCAALAMO21
KCAALAMO25
KCAALAMO36
KCAALAMO4
KCAALAMO40
KCAALAMO46
KCAALAMO48
KCAALAMO49
KCAALAMO50
KCAALAMO51
KCAALAMO53
KCAALAMO59
KCAALAMO6
KCAALAMO60
KCAALAMO63
KCAALAMO65
KCAALAMO66
KCAALAMO67
KCAALAMO68
KCAALAMO72
KCAALAMO74
KCAALAMO75
KCAALAMO8
KCAALBAN15
KCAALBAN17
KCAALBAN18
KCAALBAN20
KCAALBAN21
KCAALBAN23
KCAALBIO21
KCAALBIO22
KCAALBIO23
KCAALBIO9
KCAALDER2
KCAALTA73
KCAALTA78
KCAALTA80
KCAALTA86
KCAALTA87
KCAALTA88
KCAALTA89
KCAALTUR14
KCAALTUR16
